,URL,Query,Clicks,Impressions,CTR,Position
101,'https://www.uselessthingstobuy.com/product/cracker-pillow-set/','cracker pillow',12.0,70.0,0.17142857142857143,2.8285714285714283
102,'https://www.uselessthingstobuy.com/product/crunch-cup-cereal-on-the-go/','crunch cup',12.0,4347.0,0.0027605244996549345,8.04071773636991
103,'https://www.uselessthingstobuy.com/product/give-nothing-for-the-person-who-has-everything/','nothing for someone who has everything',12.0,213.0,0.056338028169014086,2.708920187793427
104,'https://www.uselessthingstobuy.com/product/joke-hand-sanitizer/','hand gel jokes',12.0,104.0,0.11538461538461539,5.298076923076923
105,'https://www.uselessthingstobuy.com/product/marshall-compact-refrigerator-2019/','marshall compact fridge',12.0,300.0,0.04,12.66
106,'https://www.uselessthingstobuy.com/product/marshall-compact-refrigerator-2019/','marshall refrigerator',12.0,1239.0,0.009685230024213076,14.558514931396287
107,'https://www.uselessthingstobuy.com/product/penis-bbq-apron/','apron with penis',12.0,132.0,0.09090909090909091,11.356060606060606
108,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','cheapest giant toblerone',12.0,232.0,0.05172413793103448,5.211206896551724
109,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone 4.5 kg price',12.0,388.0,0.030927835051546393,4.322164948453608
110,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','where to buy giant toblerone bar',12.0,283.0,0.04240282685512368,6.5053003533568905
111,'https://www.uselessthingstobuy.com/product/white-pee-and-poop-stained-pants/','poop stained pants',12.0,304.0,0.039473684210526314,3.0657894736842106
112,'https://www.uselessthingstobuy.com/product/cooking-with-coolio-recipes/','cooking with coolio recipes',11.0,140.0,0.07857142857142857,6.735714285714286
113,'https://www.uselessthingstobuy.com/product/essential-oils-diffuser-dumpling-diffuser-by-smoko/','smoko dumpling diffuser',11.0,149.0,0.0738255033557047,7.5369127516778525
114,'https://www.uselessthingstobuy.com/product/mini-grocery-items/','mini grocery items',11.0,266.0,0.041353383458646614,2.575187969924812
115,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','buy toblerone',11.0,545.0,0.02018348623853211,18.794495412844036
116,'https://www.uselessthingstobuy.com/product/toblerone-extra-large-jumbo-4-5-kg-toblerone-bar/','toblerone biggest size',11.0,666.0,0.016516516516516516,3.6126126126126126
117,'https://www.uselessthingstobuy.com/product/uranium-ore-for-sale/','where to buy uranium',11.0,743.0,0.014804845222072678,10.547779273216689
118,'https://www.uselessthingstobuy.com/product/grow-a-girlfriend-full-size/','grow a girlfriend full size',10.0,433.0,0.023094688221709007,5.316397228637413
